,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
8300,2.0,0,0.0,3.0,3.0,0.0,0.0,1.0,72,1.0,8,0.0,2,12,44,5,2.0,0,2,1554
8301,2.0,0,0.0,1.0,2.0,1.0,0.0,1.0,140,2.0,1923,1.0,3,16,14,11,1.0,2,3,1879
8302,2.0,0,2.0,2.0,3.0,0.0,0.0,2.0,203,1.0,90,3.0,2,23,17,16,1.0,1,4,1777
8303,1.0,1,1.0,2.0,0.0,2.0,1.0,1.0,224,1.0,3650,1.0,4,2,7,3,1.0,1,4,663
8304,2.0,1,1.0,1.0,0.0,0.0,0.0,1.0,102,2.0,90,2.0,6,16,28,18,2.0,4,2,2244
8305,0.0,0,3.0,3.0,3.0,2.0,3.0,1.0,119,2.0,5769,2.0,7,6,8,22,2.0,1,3,3646
8306,3.0,0,0.0,1.0,1.0,0.0,0.0,0.0,74,3.0,66,1.0,3,19,39,5,0.0,1,4,2960
8307,3.0,0,2.0,3.0,0.0,0.0,0.0,0.0,202,2.0,62,1.0,1,3,15,14,1.0,2,1,1556
8308,3.0,0,0.0,0.0,1.0,1.0,0.0,1.0,186,2.0,240,1.0,2,0,10,4,2.0,1,2,1724
8309,1.0,0,1.0,1.0,3.0,1.0,0.0,2.0,250,2.0,332,1.0,7,3,37,4,0.0,1,3,2222
8310,1.0,0,0.0,2.0,0.0,0.0,0.0,0.0,186,3.0,60,1.0,2,23,16,0,0.0,2,4,1862
8311,3.0,1,1.0,1.0,2.0,0.0,0.0,2.0,183,2.0,72,0.0,5,13,40,24,0.0,2,2,2241
8312,3.0,1,3.0,2.0,0.0,0.0,0.0,2.0,98,1.0,91,1.0,2,12,41,6,0.0,3,3,1629
8313,0.0,1,3.0,1.0,3.0,0.0,0.0,2.0,107,3.0,77,0.0,2,9,45,8,2.0,2,2,2350
8314,3.0,1,1.0,0.0,1.0,0.0,0.0,0.0,199,0.0,73,0.0,1,9,9,18,2.0,3,2,959
8315,3.0,0,2.0,3.0,2.0,2.0,3.0,0.0,172,2.0,2664,2.0,5,22,18,19,1.0,3,3,3484
8316,1.0,1,1.0,1.0,2.0,2.0,3.0,0.0,88,3.0,2317,0.0,6,15,45,23,0.0,2,2,2930
8317,0.0,0,2.0,2.0,0.0,1.0,0.0,0.0,98,0.0,1033,0.0,1,19,36,9,0.0,3,1,920
8318,3.0,0,2.0,2.0,1.0,0.0,0.0,0.0,213,3.0,36,3.0,2,21,42,8,2.0,1,2,3090
8319,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,241,1.0,52,3.0,3,8,43,7,2.0,3,1,1811
8320,3.0,0,1.0,3.0,0.0,0.0,0.0,2.0,107,3.0,32,1.0,2,21,4,20,0.0,1,4,2305
8321,1.0,1,3.0,3.0,3.0,2.0,1.0,0.0,71,1.0,2536,1.0,5,1,36,21,0.0,2,4,1635
8322,0.0,0,0.0,3.0,0.0,1.0,0.0,1.0,206,2.0,972,0.0,2,16,10,19,1.0,2,2,1308
8323,3.0,1,0.0,3.0,2.0,0.0,0.0,1.0,93,3.0,35,1.0,4,21,25,15,1.0,2,1,2568
8324,3.0,1,1.0,2.0,1.0,1.0,0.0,1.0,285,1.0,1591,1.0,6,6,36,23,1.0,2,1,1935
8325,2.0,1,2.0,1.0,0.0,2.0,2.0,0.0,105,1.0,4763,1.0,5,11,41,5,1.0,1,2,1897
8326,2.0,1,3.0,3.0,1.0,1.0,0.0,2.0,282,0.0,482,1.0,7,8,36,24,1.0,1,2,1863
8327,3.0,1,3.0,0.0,0.0,1.0,0.0,0.0,212,3.0,1423,2.0,5,1,1,24,1.0,1,4,2501
8328,2.0,0,1.0,3.0,2.0,0.0,0.0,1.0,267,1.0,53,1.0,2,1,30,11,2.0,1,2,1446
8329,1.0,0,1.0,0.0,3.0,2.0,5.0,0.0,274,2.0,5167,2.0,3,15,32,23,1.0,3,2,3698
8330,0.0,0,1.0,2.0,0.0,0.0,0.0,1.0,83,0.0,29,2.0,2,20,38,23,0.0,1,5,1023
8331,0.0,0,0.0,1.0,0.0,2.0,1.0,1.0,123,3.0,2632,3.0,6,21,4,21,2.0,1,4,2499
8332,1.0,1,0.0,2.0,0.0,2.0,4.0,0.0,50,2.0,3643,1.0,2,2,49,1,1.0,1,1,2457
8333,3.0,1,2.0,1.0,2.0,1.0,0.0,1.0,107,1.0,1493,3.0,6,0,45,16,1.0,4,2,2636
8334,2.0,0,3.0,0.0,3.0,0.0,0.0,0.0,154,2.0,17,1.0,5,6,40,2,0.0,3,4,2477
8335,2.0,1,1.0,2.0,1.0,1.0,0.0,2.0,95,1.0,1574,0.0,1,9,19,6,0.0,3,1,1219
8336,2.0,0,3.0,2.0,0.0,2.0,3.0,2.0,278,1.0,1427,0.0,4,14,2,1,1.0,1,2,1509
8337,1.0,1,1.0,0.0,3.0,1.0,0.0,1.0,145,2.0,772,2.0,5,13,22,18,1.0,2,5,2013
8338,3.0,1,3.0,2.0,3.0,0.0,0.0,0.0,109,2.0,24,0.0,4,4,2,14,2.0,1,2,1636
8339,0.0,1,1.0,0.0,3.0,0.0,0.0,1.0,201,2.0,16,3.0,3,19,39,10,1.0,1,5,1767
8340,3.0,1,3.0,1.0,2.0,2.0,5.0,1.0,159,1.0,4669,1.0,7,11,50,4,1.0,3,2,3469
8341,3.0,1,3.0,3.0,0.0,0.0,0.0,2.0,294,3.0,44,1.0,7,0,14,22,1.0,3,2,3038
8342,1.0,1,2.0,3.0,1.0,2.0,2.0,1.0,94,0.0,2131,1.0,7,19,45,0,0.0,1,5,1767
8343,1.0,0,2.0,3.0,1.0,0.0,0.0,2.0,65,2.0,71,3.0,4,24,0,9,0.0,2,1,1712
8344,3.0,1,1.0,1.0,3.0,2.0,2.0,1.0,178,1.0,4816,0.0,2,14,15,6,1.0,2,5,2408
8345,3.0,1,0.0,3.0,1.0,2.0,5.0,1.0,175,2.0,5555,3.0,5,21,35,0,2.0,1,3,3660
8346,3.0,0,1.0,2.0,0.0,2.0,4.0,0.0,162,1.0,9107,2.0,3,17,10,19,1.0,3,3,5293
8347,3.0,0,1.0,3.0,3.0,1.0,0.0,1.0,145,2.0,1707,3.0,3,9,26,0,0.0,2,4,2696
8348,2.0,0,0.0,3.0,0.0,2.0,1.0,1.0,204,3.0,10,3.0,6,1,17,9,1.0,1,2,2955
8349,2.0,1,1.0,3.0,3.0,0.0,0.0,2.0,228,1.0,75,3.0,2,15,29,3,1.0,0,0,1447
8350,2.0,1,2.0,1.0,0.0,2.0,3.0,0.0,251,3.0,4123,2.0,1,12,19,10,2.0,3,3,3415
8351,1.0,1,1.0,0.0,2.0,2.0,5.0,0.0,168,0.0,5619,3.0,4,18,32,9,2.0,3,0,2508
8352,0.0,0,2.0,2.0,0.0,1.0,0.0,2.0,92,0.0,1857,3.0,3,15,9,15,0.0,2,3,1134
8353,2.0,0,0.0,3.0,1.0,0.0,0.0,2.0,65,2.0,96,0.0,2,2,10,17,2.0,2,1,1711
8354,0.0,0,1.0,2.0,2.0,1.0,0.0,0.0,270,3.0,663,2.0,4,11,11,5,0.0,1,2,2113
8355,3.0,1,3.0,1.0,1.0,0.0,0.0,0.0,134,1.0,95,3.0,5,21,12,7,0.0,1,3,1672
8356,1.0,1,3.0,3.0,0.0,2.0,3.0,0.0,274,2.0,5198,0.0,3,13,33,6,2.0,2,4,2669
8357,1.0,1,3.0,3.0,2.0,1.0,0.0,2.0,117,0.0,37,1.0,3,0,1,23,0.0,2,2,995
8358,1.0,0,1.0,2.0,3.0,0.0,0.0,0.0,116,2.0,84,3.0,1,15,2,12,2.0,1,2,1453
8359,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,93,2.0,11,2.0,2,6,7,13,2.0,3,5,1619
8360,1.0,0,3.0,2.0,1.0,0.0,0.0,2.0,242,0.0,83,3.0,4,11,21,15,2.0,2,4,1865
8361,3.0,0,0.0,2.0,1.0,2.0,3.0,0.0,145,3.0,7848,0.0,5,1,21,4,2.0,4,4,5779
8362,0.0,0,1.0,3.0,0.0,1.0,0.0,0.0,137,2.0,1079,0.0,5,17,16,7,1.0,2,3,1375
8363,0.0,1,3.0,2.0,2.0,1.0,0.0,2.0,200,0.0,1768,1.0,2,24,1,18,0.0,1,3,873
8364,1.0,0,2.0,2.0,2.0,1.0,0.0,2.0,185,0.0,1583,0.0,3,9,8,17,1.0,2,5,1078
8365,3.0,0,3.0,1.0,0.0,0.0,0.0,0.0,223,1.0,44,1.0,4,12,32,6,0.0,2,3,1723
8366,1.0,1,2.0,3.0,1.0,2.0,3.0,1.0,104,0.0,7864,2.0,5,16,48,18,0.0,3,4,3694
8367,2.0,0,1.0,3.0,2.0,0.0,0.0,1.0,291,0.0,8,3.0,4,4,49,3,2.0,2,3,1995
8368,0.0,1,2.0,0.0,0.0,0.0,0.0,2.0,245,3.0,94,1.0,6,12,43,7,1.0,0,2,2093
8369,2.0,0,0.0,3.0,3.0,2.0,2.0,0.0,249,2.0,5836,0.0,3,23,45,13,0.0,1,4,3286
8370,1.0,0,3.0,3.0,2.0,1.0,0.0,2.0,285,3.0,789,2.0,2,22,0,1,1.0,2,2,2606
8371,1.0,0,0.0,0.0,3.0,0.0,0.0,0.0,138,3.0,7,3.0,3,2,49,19,2.0,2,1,2981
8372,2.0,0,0.0,2.0,1.0,0.0,0.0,1.0,292,0.0,19,2.0,1,7,48,10,0.0,1,2,1518
8373,2.0,0,3.0,1.0,0.0,2.0,3.0,2.0,56,1.0,9332,2.0,3,8,38,7,0.0,3,2,4811
8374,0.0,0,3.0,1.0,0.0,1.0,0.0,2.0,203,1.0,199,1.0,5,2,9,9,1.0,2,0,1198
8375,2.0,0,2.0,3.0,0.0,0.0,0.0,0.0,58,1.0,24,2.0,6,23,44,4,0.0,0,2,1611
8376,2.0,1,3.0,1.0,0.0,0.0,0.0,1.0,63,0.0,53,2.0,3,21,1,2,0.0,2,1,542
8377,2.0,1,0.0,1.0,0.0,2.0,2.0,1.0,246,0.0,6657,3.0,1,24,14,6,0.0,2,1,1565
8378,3.0,0,1.0,2.0,0.0,2.0,3.0,0.0,149,2.0,4783,0.0,7,7,23,0,1.0,2,5,3344
8379,1.0,1,2.0,2.0,0.0,0.0,0.0,2.0,78,1.0,4,2.0,1,17,32,22,2.0,3,2,1277
8380,0.0,0,2.0,2.0,1.0,2.0,4.0,0.0,103,3.0,9993,1.0,4,22,19,5,2.0,3,2,5756
8381,1.0,0,3.0,2.0,0.0,0.0,0.0,1.0,69,3.0,25,2.0,1,23,47,23,2.0,2,2,2548
8382,3.0,0,3.0,2.0,1.0,2.0,4.0,1.0,128,3.0,2901,1.0,6,22,19,20,1.0,0,4,4488
8383,0.0,0,2.0,2.0,3.0,0.0,0.0,0.0,204,3.0,44,0.0,2,21,41,9,2.0,2,4,2757
8384,1.0,1,1.0,2.0,0.0,1.0,0.0,0.0,208,0.0,1584,3.0,6,23,0,0,1.0,2,2,1008
8385,3.0,1,2.0,2.0,0.0,2.0,1.0,2.0,75,1.0,3636,2.0,1,22,24,0,0.0,4,3,1192
8386,3.0,1,0.0,2.0,2.0,2.0,1.0,1.0,252,2.0,9727,1.0,2,10,11,14,2.0,1,2,1523
8387,3.0,1,2.0,1.0,3.0,2.0,4.0,0.0,192,1.0,1485,1.0,2,2,31,12,2.0,1,3,2148
8388,1.0,1,0.0,3.0,2.0,0.0,0.0,1.0,149,0.0,51,2.0,6,18,12,12,0.0,4,1,1278
8389,0.0,1,2.0,1.0,0.0,1.0,0.0,1.0,154,2.0,612,2.0,7,2,41,17,0.0,3,3,1988
8390,0.0,0,0.0,3.0,1.0,1.0,0.0,0.0,60,0.0,901,2.0,5,17,33,17,1.0,4,2,1647
8391,3.0,0,3.0,3.0,0.0,1.0,0.0,1.0,245,0.0,1371,1.0,6,16,22,20,0.0,2,2,1759
8392,0.0,0,3.0,3.0,1.0,2.0,5.0,2.0,161,0.0,759,3.0,4,17,17,22,1.0,2,3,1790
8393,2.0,0,2.0,2.0,3.0,2.0,1.0,1.0,275,0.0,625,0.0,5,15,15,10,0.0,1,2,1393
8394,1.0,1,1.0,2.0,0.0,1.0,0.0,1.0,175,0.0,1691,1.0,6,8,48,14,0.0,1,1,1311
8395,2.0,0,3.0,2.0,2.0,0.0,0.0,1.0,180,1.0,80,2.0,5,18,38,1,2.0,1,2,2071
8396,3.0,1,2.0,0.0,1.0,2.0,5.0,1.0,146,2.0,1846,2.0,2,8,36,3,0.0,1,1,2188
8397,3.0,1,0.0,1.0,0.0,1.0,0.0,0.0,153,2.0,410,2.0,2,4,47,11,0.0,2,2,1768
8398,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,132,1.0,15,0.0,7,8,48,1,1.0,2,1,1278
8399,2.0,0,0.0,1.0,0.0,0.0,0.0,1.0,235,1.0,92,3.0,3,12,37,12,0.0,0,2,1366
8400,2.0,0,0.0,0.0,3.0,0.0,0.0,2.0,285,2.0,78,3.0,3,20,18,8,2.0,2,3,2516
8401,2.0,1,3.0,2.0,3.0,2.0,4.0,1.0,108,2.0,6109,1.0,6,4,44,3,1.0,3,3,4717
8402,3.0,1,2.0,0.0,2.0,1.0,0.0,2.0,149,1.0,99,3.0,3,22,22,13,1.0,1,1,1505
8403,2.0,0,0.0,2.0,3.0,2.0,1.0,2.0,66,0.0,670,3.0,2,21,32,21,1.0,3,3,2026
8404,2.0,0,2.0,1.0,3.0,0.0,0.0,0.0,234,1.0,81,2.0,2,18,7,14,0.0,3,2,1652
8405,1.0,1,1.0,1.0,3.0,2.0,5.0,1.0,82,3.0,5916,3.0,6,1,48,19,1.0,2,1,4374
8406,0.0,0,2.0,2.0,1.0,2.0,3.0,1.0,174,1.0,3091,0.0,3,11,34,24,2.0,1,4,2175
8407,0.0,1,1.0,1.0,0.0,1.0,0.0,2.0,271,1.0,1158,2.0,1,1,28,14,1.0,3,0,1210
8408,2.0,0,1.0,2.0,1.0,2.0,5.0,1.0,245,3.0,6488,0.0,6,22,40,0,0.0,2,4,4859
8409,2.0,0,2.0,3.0,2.0,0.0,0.0,0.0,231,2.0,88,0.0,5,0,16,11,1.0,1,1,1722
8410,2.0,0,3.0,0.0,2.0,0.0,0.0,0.0,65,2.0,92,2.0,5,4,30,18,2.0,2,4,2309
8411,2.0,0,1.0,1.0,2.0,0.0,0.0,1.0,222,0.0,78,3.0,7,0,9,22,1.0,2,2,1993
8412,2.0,1,0.0,2.0,1.0,1.0,0.0,2.0,133,0.0,1182,3.0,1,13,29,18,1.0,3,0,1308
8413,2.0,1,0.0,3.0,2.0,2.0,2.0,2.0,219,3.0,7385,1.0,6,20,38,10,2.0,1,4,3887
8414,0.0,0,2.0,2.0,3.0,0.0,0.0,1.0,166,1.0,28,3.0,7,10,5,11,2.0,2,1,2040
8415,2.0,1,2.0,0.0,2.0,0.0,0.0,1.0,85,2.0,15,3.0,5,14,18,9,0.0,0,2,1760
8416,3.0,0,3.0,3.0,3.0,1.0,0.0,1.0,236,0.0,1131,3.0,7,20,47,11,1.0,1,2,3250
8417,1.0,1,3.0,0.0,1.0,2.0,5.0,0.0,122,3.0,2003,2.0,2,14,32,0,1.0,3,0,2533
8418,2.0,0,3.0,2.0,0.0,1.0,0.0,0.0,196,3.0,179,0.0,7,16,6,2,0.0,2,1,2199
8419,1.0,1,0.0,3.0,1.0,0.0,0.0,1.0,174,3.0,11,3.0,4,19,12,21,2.0,2,1,2335
8420,1.0,0,2.0,2.0,0.0,0.0,0.0,1.0,141,0.0,13,3.0,6,2,34,19,1.0,3,4,1921
8421,2.0,0,3.0,3.0,2.0,1.0,0.0,2.0,260,1.0,1145,0.0,3,19,0,16,2.0,2,4,1615
8422,3.0,1,3.0,2.0,3.0,1.0,0.0,0.0,191,1.0,776,0.0,1,9,17,17,2.0,4,1,1710
8423,1.0,0,2.0,3.0,0.0,1.0,0.0,0.0,185,0.0,462,3.0,1,14,2,9,2.0,2,1,611
8424,2.0,1,1.0,2.0,2.0,0.0,0.0,1.0,235,2.0,97,0.0,5,18,0,6,1.0,2,2,1368
8425,0.0,0,1.0,2.0,0.0,2.0,3.0,1.0,252,0.0,9395,1.0,3,13,0,5,2.0,1,2,2867
8426,3.0,1,3.0,1.0,1.0,1.0,0.0,1.0,114,0.0,1688,0.0,7,21,4,20,2.0,2,3,1341
8427,0.0,0,0.0,1.0,0.0,2.0,5.0,2.0,94,1.0,2631,1.0,3,8,39,5,1.0,1,3,1887
8428,0.0,0,3.0,1.0,1.0,2.0,4.0,0.0,62,3.0,242,0.0,2,17,46,11,0.0,1,4,2542
8429,1.0,1,2.0,0.0,3.0,2.0,4.0,0.0,159,0.0,1480,0.0,1,3,26,6,1.0,3,1,1488
8430,0.0,0,2.0,3.0,3.0,2.0,1.0,1.0,95,0.0,1695,2.0,2,5,27,3,1.0,1,3,1172
8431,0.0,0,3.0,2.0,2.0,1.0,0.0,1.0,148,0.0,1399,1.0,5,17,50,6,1.0,1,2,1645
8432,3.0,1,0.0,1.0,3.0,1.0,0.0,1.0,60,2.0,1996,3.0,3,2,12,5,1.0,2,4,2085
8433,3.0,0,1.0,1.0,0.0,1.0,0.0,2.0,168,1.0,1034,0.0,5,19,4,23,2.0,3,1,1516
8434,0.0,1,2.0,3.0,2.0,2.0,3.0,2.0,206,2.0,3318,1.0,6,5,7,16,1.0,3,5,2531
8435,3.0,1,1.0,1.0,0.0,0.0,0.0,0.0,108,2.0,17,1.0,3,10,9,19,0.0,2,4,1439
8436,0.0,1,1.0,1.0,3.0,2.0,1.0,2.0,294,0.0,6631,1.0,5,19,42,2,1.0,3,1,1741
8437,1.0,0,2.0,2.0,1.0,2.0,2.0,1.0,57,2.0,257,3.0,6,23,48,15,1.0,2,3,2725
8438,3.0,1,2.0,1.0,2.0,1.0,0.0,1.0,112,0.0,1451,0.0,6,21,43,21,0.0,3,4,1778
8439,2.0,1,1.0,2.0,0.0,0.0,0.0,1.0,206,2.0,73,2.0,2,16,33,22,0.0,1,4,1709
8440,1.0,0,1.0,2.0,2.0,0.0,0.0,2.0,201,1.0,97,3.0,5,12,22,9,1.0,1,4,1763
8441,3.0,1,0.0,2.0,1.0,0.0,0.0,1.0,221,0.0,97,2.0,5,22,26,4,0.0,1,4,1353
8442,3.0,1,2.0,0.0,2.0,2.0,4.0,1.0,281,2.0,1978,3.0,6,9,31,17,1.0,2,2,3601
8443,3.0,0,3.0,3.0,2.0,2.0,2.0,1.0,164,3.0,3329,0.0,4,9,27,2,2.0,2,5,3774
8444,1.0,1,1.0,2.0,2.0,0.0,0.0,0.0,107,1.0,33,0.0,6,2,2,21,2.0,4,3,1021
8445,0.0,1,3.0,3.0,3.0,2.0,5.0,1.0,275,2.0,9398,2.0,6,16,32,16,0.0,3,3,4306
8446,0.0,1,0.0,0.0,1.0,2.0,5.0,0.0,141,0.0,227,0.0,5,23,21,10,1.0,3,2,992
8447,1.0,1,1.0,3.0,3.0,0.0,0.0,0.0,214,2.0,73,2.0,6,2,22,7,0.0,2,4,2030
8448,3.0,0,3.0,0.0,3.0,1.0,0.0,0.0,113,2.0,952,0.0,1,21,42,7,1.0,2,1,2401
8449,3.0,1,1.0,0.0,1.0,2.0,3.0,2.0,293,2.0,2639,3.0,5,2,8,0,0.0,3,3,3080
8450,2.0,1,2.0,2.0,1.0,0.0,0.0,2.0,122,1.0,63,1.0,2,22,13,2,2.0,3,5,1277
8451,3.0,1,0.0,1.0,1.0,2.0,1.0,0.0,170,2.0,5928,2.0,3,18,27,15,1.0,1,5,1890
8452,3.0,0,2.0,0.0,0.0,1.0,0.0,2.0,240,2.0,1045,3.0,3,11,28,12,2.0,2,5,2502
8453,3.0,0,2.0,1.0,2.0,2.0,4.0,2.0,180,0.0,1868,3.0,5,24,25,18,1.0,4,1,3292
8454,3.0,0,0.0,0.0,1.0,0.0,0.0,2.0,106,2.0,76,2.0,7,4,40,21,2.0,4,2,3384
8455,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,217,1.0,1012,1.0,7,16,50,13,0.0,2,0,1781
8456,3.0,1,1.0,1.0,2.0,1.0,0.0,1.0,216,1.0,46,3.0,6,21,29,17,2.0,2,3,2222
8457,0.0,0,2.0,2.0,2.0,0.0,0.0,1.0,257,0.0,31,1.0,6,18,29,20,2.0,1,4,1616
8458,0.0,0,2.0,0.0,2.0,1.0,0.0,1.0,135,1.0,107,0.0,6,5,41,1,1.0,2,4,1545
8459,3.0,1,1.0,2.0,1.0,2.0,2.0,2.0,168,1.0,8046,2.0,3,0,2,2,1.0,1,2,2334
8460,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,206,1.0,74,2.0,3,17,16,5,0.0,3,1,1273
8461,3.0,1,0.0,2.0,3.0,1.0,0.0,0.0,153,1.0,1949,0.0,2,1,41,19,0.0,3,3,1864
8462,0.0,1,1.0,2.0,3.0,2.0,1.0,2.0,124,3.0,2549,2.0,7,10,44,15,0.0,2,3,2946
8463,1.0,1,2.0,3.0,0.0,0.0,0.0,0.0,299,3.0,66,0.0,1,14,39,18,2.0,2,3,2069
8464,1.0,0,0.0,0.0,3.0,0.0,0.0,2.0,212,0.0,11,2.0,3,2,18,10,1.0,1,4,1286
8465,2.0,1,0.0,3.0,0.0,1.0,0.0,1.0,192,2.0,1219,3.0,1,6,17,23,0.0,2,5,1503
8466,3.0,1,3.0,0.0,0.0,2.0,5.0,0.0,164,1.0,7816,3.0,4,3,10,0,0.0,0,5,3063
8467,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,211,2.0,72,0.0,6,21,47,13,1.0,1,1,1939
8468,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,251,1.0,236,0.0,7,16,4,8,2.0,2,3,806
8469,1.0,0,2.0,3.0,3.0,2.0,3.0,2.0,242,1.0,5478,1.0,1,21,10,3,1.0,1,4,2781
8470,1.0,1,3.0,2.0,1.0,2.0,4.0,1.0,194,0.0,1795,3.0,5,24,37,9,0.0,2,4,2244
8471,0.0,1,2.0,3.0,0.0,0.0,0.0,0.0,58,2.0,12,0.0,4,2,19,15,2.0,1,4,1165
8472,0.0,0,0.0,2.0,3.0,0.0,0.0,1.0,152,1.0,28,0.0,3,16,39,13,2.0,0,1,1310
8473,0.0,1,2.0,0.0,1.0,0.0,0.0,1.0,161,0.0,70,2.0,5,16,49,22,2.0,2,3,1539
8474,0.0,1,3.0,2.0,1.0,1.0,0.0,1.0,107,2.0,1934,0.0,7,7,29,22,2.0,0,2,1635
8475,0.0,1,2.0,2.0,0.0,0.0,0.0,1.0,151,1.0,7,3.0,4,2,7,12,0.0,2,1,984
8476,1.0,0,1.0,0.0,2.0,1.0,0.0,2.0,244,2.0,806,2.0,2,20,8,15,1.0,2,1,1708
8477,1.0,1,2.0,1.0,0.0,0.0,0.0,0.0,54,1.0,93,3.0,2,15,22,18,2.0,2,5,908
8478,0.0,1,0.0,2.0,3.0,1.0,0.0,1.0,181,1.0,1432,0.0,5,10,19,0,1.0,3,2,1228
8479,1.0,1,0.0,1.0,0.0,2.0,5.0,1.0,259,1.0,5018,2.0,6,4,16,4,2.0,3,1,2323
8480,2.0,0,1.0,3.0,2.0,1.0,0.0,1.0,270,0.0,1425,2.0,4,2,26,16,1.0,1,2,1674
8481,2.0,0,2.0,0.0,3.0,0.0,0.0,2.0,131,1.0,87,3.0,1,22,14,14,2.0,0,3,1433
8482,3.0,1,2.0,3.0,2.0,1.0,0.0,0.0,160,0.0,1227,3.0,5,24,6,23,2.0,3,3,1774
8483,0.0,0,3.0,2.0,0.0,0.0,0.0,1.0,139,2.0,79,3.0,3,11,14,23,1.0,2,2,1774
8484,3.0,1,1.0,1.0,2.0,0.0,0.0,1.0,73,0.0,93,2.0,6,7,3,13,1.0,1,4,1226
8485,3.0,1,0.0,3.0,1.0,0.0,0.0,1.0,161,0.0,37,0.0,5,17,41,16,2.0,1,2,1336
8486,2.0,1,3.0,2.0,2.0,2.0,2.0,1.0,133,0.0,8908,2.0,2,13,10,4,0.0,3,3,2425
8487,3.0,1,1.0,2.0,0.0,0.0,0.0,1.0,241,0.0,24,0.0,5,1,43,20,2.0,3,3,1497
8488,0.0,1,2.0,2.0,0.0,0.0,0.0,1.0,138,2.0,14,0.0,6,14,20,22,2.0,2,4,1446
8489,1.0,0,3.0,2.0,1.0,1.0,0.0,0.0,279,2.0,207,1.0,2,20,40,6,2.0,0,3,2054
8490,3.0,1,2.0,0.0,3.0,0.0,0.0,0.0,272,0.0,85,2.0,2,8,36,16,1.0,1,1,1393
8491,2.0,0,1.0,3.0,0.0,2.0,1.0,1.0,150,0.0,8805,2.0,7,18,24,7,0.0,2,1,1563
8492,3.0,0,3.0,0.0,3.0,0.0,0.0,2.0,78,0.0,97,1.0,3,13,5,17,2.0,2,1,1432
8493,2.0,0,2.0,2.0,2.0,0.0,0.0,0.0,106,0.0,19,0.0,2,20,12,2,2.0,1,4,821
8494,3.0,0,1.0,3.0,1.0,2.0,4.0,0.0,192,2.0,1485,3.0,7,6,50,8,0.0,2,2,4086
8495,1.0,0,3.0,0.0,3.0,0.0,0.0,2.0,89,3.0,24,0.0,1,14,7,3,2.0,3,3,2457
8496,3.0,0,0.0,1.0,0.0,0.0,0.0,1.0,284,0.0,10,3.0,2,10,41,14,1.0,2,1,1556
8497,3.0,0,1.0,2.0,1.0,1.0,0.0,1.0,272,0.0,486,2.0,4,14,37,2,2.0,4,3,2223
8498,1.0,0,0.0,2.0,0.0,1.0,0.0,1.0,294,2.0,582,2.0,1,18,37,0,1.0,4,4,2001
8499,3.0,1,0.0,2.0,2.0,0.0,0.0,2.0,126,1.0,81,1.0,7,10,16,17,2.0,3,1,1753
8500,3.0,1,0.0,0.0,1.0,1.0,0.0,0.0,185,3.0,79,3.0,6,23,34,20,0.0,1,5,3231
8501,0.0,0,0.0,3.0,2.0,1.0,0.0,2.0,70,0.0,1618,2.0,5,18,37,20,1.0,2,3,1738
8502,0.0,1,0.0,3.0,2.0,1.0,0.0,1.0,73,2.0,1933,2.0,1,13,35,12,2.0,2,3,1522
8503,3.0,1,3.0,0.0,2.0,2.0,3.0,2.0,147,2.0,8463,1.0,5,6,23,17,2.0,4,1,4818
8504,2.0,0,3.0,3.0,0.0,0.0,0.0,1.0,150,0.0,31,0.0,1,2,7,15,1.0,0,2,501
8505,1.0,0,0.0,1.0,2.0,0.0,0.0,0.0,109,2.0,69,3.0,1,1,50,16,2.0,2,3,2087
8506,3.0,1,3.0,1.0,0.0,1.0,0.0,1.0,177,3.0,1764,1.0,1,18,29,11,0.0,2,1,2554
8507,3.0,1,1.0,0.0,2.0,2.0,4.0,2.0,278,1.0,7150,0.0,2,17,46,4,0.0,1,1,4286
8508,2.0,0,0.0,1.0,1.0,0.0,0.0,1.0,91,3.0,49,1.0,6,17,21,7,0.0,2,0,2643
8509,0.0,1,1.0,2.0,3.0,2.0,2.0,1.0,205,2.0,3121,1.0,4,17,10,22,1.0,3,5,2248
8510,2.0,0,0.0,1.0,0.0,2.0,3.0,1.0,166,1.0,8476,3.0,1,15,10,21,0.0,1,3,3343
8511,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,147,3.0,73,1.0,3,3,21,22,1.0,4,1,2454
8512,0.0,0,0.0,3.0,2.0,2.0,1.0,0.0,238,2.0,7850,3.0,7,12,12,4,0.0,4,2,2326
8513,2.0,1,2.0,1.0,0.0,0.0,0.0,2.0,158,0.0,70,2.0,4,3,5,14,1.0,1,3,822
